id,text,label
41,"Loa bluetooth am thanh ro, nhung pin khong duoc lau",2
42,"Binh nuoc nhin dep, nhung chua su dung nen chua danh gia duoc chat luong nhe",2
43,"Dong ho treo tuong dung duoc, nhung chua that su xuat sac luôn",2
44,"Tai nghe giao dung han, san pham cung binh thuong nha",2
45,Doi voi muc gia nay thi chan vay la chap nhan duoc a,2
46,"Giao hàng hơi chậm ,vải không phải chất liệu voan",2
47,Áo dống hình nha,2
48,"Da nhan duoc tham yoga, chua mo ra dung nen chua biet the nao luôn",2
49,Áo nữ mà dài thêm 1 tẹo thì trên cả tuyệt vời,2
50,Chat luong vo o muc trung binh kha a,2
51,Túi nhỏ hơn so với ảnh,2
52,Da nhiều khuyết điểm thì k nên dùng,2
53,Vải dày dặn đẹp nhưng có điều size giống size L,2
54,"Nhận hàng rồi, sản phẩm cũng tạm được, chưa có ý kiến gì thêm",2
55,Đẹp nhưng vải sao mỏng vậy ?,2
56,"Chat lieu sandal cung duoc, co the mua duoc voi gia nay nhe",2
57,"Gia hop ly, giay cung on, se xem xet mua them",2
58,Len hơi xấu nhưng nhìn thì đẹp,2
59,Chất siêu mỏng nhé,2
60,"Xe day gap gon, nhung banh hoi nho, kho di tren duong gho ghe",2
61,"Sach in dep, nhung giay hoi mong",2
62,"May anh hoi khac mau so voi hinh, nhung van chap nhan duoc nhe",2
63,"Nhin chung hop dung com cung OK, tuy nhien co the tot hon",2
64,Bị rách cổ :(,2
65,"Laptop duoc, nhung nen co nhieu mau hon nhé",2
66,"Kem duong am hut nhanh, nhung cam giac hoi nhon",2
67,Chúc shop mua may bán đắt nhé,2
68,Ao thun nhin dep nhung hoi mong hon tuong tuong nhe,2
69,Fuc vu tot co điều. .,2
70,Dáng đẹp nhưng m gầy mặc bị rộng vải này với mình là nóng còn các bạn khác mình k biết vẫn cho shop 5sao vì nc dễ thương chúc shop buôn may bán đắt nhé,2
71,Mặc vào hơi giống váy bầu,2
72,"Áo mặc cũng được, tạm ổn với giá tiền",2
73,Nhưng ngăn kéo khóa ít,2
74,"Den ngu dep, nhung anh sang hoi yeu",2
75,"Nước ngọt giao nhanh, nhưng lon bị móp nhẹ nha",2
76,"Mua usb de thu, nhin cung OK luôn",2
77,Tuy nhiên giao hàng quá chậm,2
78,Bạn nhận đc dày mình trả lại chưa,2
79,Nhin chung ghe van phong dung y nhu shop mo ta a,2
80,"Hàng đẹp nhưng gói hàng chưa kĩ lắm, lúc nhận được thì trời mưa nên mở ra bên trong ướt hết",2
81,Sau chắc không dám mua lần 2,2
82,"Da nhan duoc boot, chua mo ra dung nen chua biet the nao",2
83,"Thuoc ke nhin dep, nhung chua su dung nen chua danh gia duoc chat luong luôn",2
84,Xl e chụp dìm qa,2
85,Chất liệu bình thường,2
86,Chất lượng sản phẩm tuyệt vời.nhưng giao không đúng màu khách đặt ạ,2
87,"Chất lượng sản phẩm tuyệt vời, giao hàng chậm😣 Rất đáng tiền",2
88,"Tu quan ao dung nhu mo ta, nhung dong goi chua dep lam",2
89,"Vay dung nhu hinh, nhung chat vai khong duoc mem nhu tuong tuong",2
90,"Ram như mới,Rất đáng tiền, Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh, Đóng gói sản phẩm rất sơ sài, Chất lượng sản phẩm tuyệt vời",2
91,"San pham thuc an cho meo co uu diem la gia re, nhung chat luong chi o muc trung binh ạ",2
92,Phải đợi phản hồi rồi mới nạp đủ,2
93,Đẹp nhưng không tơi 1 chút nào,2
94,Nhưng hơi rộng chân,2
95,Mua màu da và đen nhưng gửi về 2 cái đều màu đen cả,2
96,"Tra thom, nhung vi hoi nhat so voi loai minh thuong uong",2
97,"Nhận hàng nhanh, sản phẩm hơi khác hình một chút nhưng vẫn ok nhé",2
98,"Áo chất oke, giá cũng oke, cơ mà thích from áo trắng hơn",2
99,May là mình ra níu lại đươc nè,2
100,Sặc sỡ quá,2
101,Thời gian giao hàng rất nhanh... nhưng bung hàng ra thi co vài trai banh bị bể,2
102,"Shop tu van nhiet tinh, usb thi chat luong binh thuong nhé",2
103,Orthe nhưng cũng nha,2
104,"Chất lượng sản phẩm tuyệt vời,thời gian cb hàng quá lâu",2
105,"Noi com dien giao nhanh, san pham giong hinh, chat luong binh thuong",2
106,Tam duoc,2
107,Hy vọng shop giao đẹp giống cái đầu tiên,2
108,Ao so voi gia tien thi cung ok.nhung ao thi ko co nhan mat giong nhu trong hinh gi het.neu tinh luon tien ship thi voi gia ao nay hoi dat mot chut.mau thi ko giong hinh,2
109,Chất lượng sản phẩm tuyệt vời Đóng gói hơi sơ xài,2
110,"Chọn theo tư vấn bị chật, các bạn chọn áo nên chọn nhảy size",2
111,Quần form chuẩn,2
112,"Tien nao cua nay, thuoc ke cung hop ly",2
113,"Sản phẩm tạm ổn, mong shop cải thiện thêm",2
114,Chất lượng sản phẩm tuyệt vời nhưng có đều hơi mỏng,2
115,Chất lượng sản phẩm tuyệt vời Tgian giao hàng hơi chậm,2
116,Sản phẩm tuyệt vời,2
117,Hộp thì hok tặng cái nào,2
118,Lần sau shop lưu ý một chút,2
119,Shop có thể đổi áo cho mình ko,2
120,"Giay mang vua chan, nhung de hoi cung, chua biet co ben khong",2
121,"Bàn phím gõ êm tay, nhưng chưa có đèn nền nha",2
122,"Op lung dep, nhung hoi tron tay khi cam",2
123,Shop phục vụ khá tốt nhưng áo bị bung chỉ khá nhiều Đóng gói sản phẩm chắc chắn nha,2
124,"Quan tam duoc, chua dung nhieu nen chua danh gia cu the nha",2
125,Phù hợp với giá,2
126,"May uon toc nhan duoc y nhu hinh, nhung chat vai chua duoc dep lam a",2
127,Áo hơi mỏng nhưng ko sao😁😁😁,2
128,Mieng dan man hinh nhin dep nhung hoi mong hon tuong tuong a,2
129,"Chăn chiều dài thì OK , chứ chiều ngang đắp thì quá bé",2
130,Vải mềm co giãn tốt chỉ tội là o có túi trc,2
131,"Ao len mau sac dep, nhung kieu dang hoi khac hinh a",2
132,"Giay the thao di em chan, nhung mau hoi khac so voi hinh",2
133,Vải măc hơi bị ngứa,2
134,"Chat ly binh thuong, phu hop de dung hang ngay nha",2
135,Chất lượng sản phẩm oki.,2
136,Đúng giá tiền,2
137,Màu da hơi sáng và vàng quá.Shop phục vụ tốt,2
138,"Áo thun chất cotton, hơi ngắn so với mô tả ạ",2
139,"Áo gần giống trên hình, vải ấm",2
140,Áo đẹp lắm a,2
141,"Ly giữ nhiệt tốt, thiết kế đẹp, hơi nặng a",2
142,"Hàng chất lượng, sẽ giới thiệu bạn ủng hộ shop",2
143,"Ta dan tham hut tot, nhung hoi cung o phan lung",2
144,"Ship nhanh, dong ho treo tuong giong hinh nhung chat vai binh thuong",2
145,Chất lượng sản phẩm tốt nhưng giao hàng sai ảnh,2
146,Sơn dễ thw.nhưng hơi khô môi 😍💋,2
147,Còn vans thì bình thường mình đi 36 hoặc 37 đều ok nhưng nay lấy 36 thì rộng quá @@,2
148,Chất lượng sản phẩm tam dc,2
149,"Sua rua mat nhin dep, nhung chua su dung nen chua danh gia duoc chat luong nhé",2
150,"Vỏ gối may hơi lởm khởm tí, nhưng mà vs giá tiền thế là ok r",2
151,"Bộ dao sắc, cán cầm chắc tay, nhưng hộp đựng hơi mỏng đó",2
152,"Da nhan day nhay, san pham cung binh thuong ạ",2
153,Không nghĩ áo lại rộng đến vậy ạ,2
154,"Áo đẹp nhưng có điều dây kéo k tốt lắm, em vừa mới kéo xong nó bị hư mata tiêu :v nha",2
155,Áo giống vs hình,2
156,Sản phẩm ko ưng ý lắm nhưng shop phục vụ nhanh,2
157,Vải cứng và mỏng,2
158,Chất lượng sp ok thời gian giao hàng chậm,2
159,"Máy xay sinh tố xay nhuyễn, tiếng ồn khá lớn",2
160,"Dán keo thừa hơi thiếu chuyên nghiệp,Còn lại ok",2
161,Shop chắc đông khách nên thôi mình cũng ko đôi thành sz M nữa vì đổi chắc sợ cũng ko mặc đẹp,2
162,"Nhận hàng rồi, sản phẩm cũng tạm được, chưa có ý kiến gì thêm ạ",2
163,Nhin chung noi com dien dung y nhu shop mo ta nha,2
164,Tiền nào của nấy ko long lanh như hình đâu,2
165,"Giao nhầm màu, kích thước k đúng, nhưng đc cái sp chất lượng nên tạm chấp nhận",2
166,"Sp ok,y hình",2
167,Nhìn cũng dc,2
168,Tuy v m thấy vẫn hơi mỏng và thấy nội y,2
169,"Non dep, nhung hoi chat dau, can doi lon hon 1 size",2
170,"Hộp đựng cơm kín, không bị rò, hơi khó rửa ở các góc a",2
171,"Mình mặc khá chật, đặc biệt là cổ và tay áo không dài lắm",2
172,Bơm yếu,2
173,Chất vải nóng nhưg 85k là giá hợp lí,2
174,"Banh thom, dong goi dep, nhung it hon minh nghi",2
175,"Dung tai nghe duoc vai ngay roi, thay cung on nhe",2
176,Doi voi muc gia nay thi the nho la chap nhan duoc ạ,2
177,"The nho doc ghi nhanh, chua biet do ben the nao",2
178,Giao hành nhanh ok,2
179,Cug tam dc .vai cug kg dep lam ạ,2
180,Mọi thứ hoàn hảo cho tới khi gặp ny và bị chia tay đúng ngày mang cái váy,2
181,Time giao hàng nhanh.,2
182,Bộ đỏ ok bộ xám đường may quá xấu mà có những lỗ to gần như ngón tay ít sát đường áy của quần ..cảm giác chất vải 2 màu khác nhau .,2
183,Hàng k mấy chất lượng như trong hình 😐,2
184,Chất lượng sản phẩm mỏng,2
185,Nhân viên bán hàng tận tình,2
186,"Serum dung may ngay roi, chua thay hieu qua ro ret",2
187,"Da mua dien thoai nhieu lan, chat luong on dinh, khong co gi noi bat nhe",2
188,"Hat dinh duong tuoi, dong goi kin, nhung gia hoi cao so voi luong",2
189,"Chén đẹp, giống hình, đóng gói cẩn thận ạ",2
190,"Shop giao hang kha nhanh, kinh mat cung tam duoc",2
191,Áo khá mỏng nha,2
192,"But viet tot, nhung muc hoi nhat",2
193,Binh sua khong co gi dac biet nhung cung khong co gi de che đó,2
194,"Chat luong dam tam on, chua co van de gi nhé",2
195,Quần lót quá mỏng so với tưởng tượng,2
196,"Mình 50kg bầu 4 tháng mua size 2XL mà mặc vừa zin,dáng quần đẹp,mấy nữa bụng to tí phải mua size to hơn thôi :) ạ",2
197,Kẹp bị gựt tóc xíu,2
198,"Chat tablet binh thuong, phu hop de dung hang ngay nhé",2
199,Váy hơi rộng,2
200,"Áo mỏng, chất thun ko phải len, 3 cái 2 loại vải khác nhau",2
201,Hàng ổn so với giá,2
202,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.nhung tui hoi nhỏ KT kg đúng với quang cao.25-22,2
203,"Hàng mỏng, nhìn không chắc chắn, mua deal đôi puma 9k, 400k cho 2 đôi thì tạm chấp nhận được nhé",2
204,"Vòng trông cũng được nhưng hạt gỗ hơi méo tý không được tròn , và không có mùi thơm như quảng cáo nhưng đeo rất đẹp , nói chung ok nhé",2
205,"Mình 45kg ng nhỏ nhưng mặc áo bị cộc, cánh tay áo bị ngắn",2
206,"Lúc đầu mua về có hơi thất vọng vì chất nhìn khá xấu ( à đương nhiên do nhìn nghĩ nó đẹp không tì vết nên có hơi thất vọng chút xíu thôi) Áo cũng chuẩn form, màu lên rất đẹp, chỗ rách rách ở ống tay hơi thô, nhưng nhìn chung áo rất đẹp, thật sự đẹp",2
207,"Tham cung on, se su dung them roi danh gia sau nha",2
208,Phần chân mỏng,2
209,"Sua ngon, giao nhanh, nhung date con ngan",2
210,"Noi chung thuc an cho meo cung duoc, se can nhac mua lai",2
211,Minh mua ve cung de ko,2
212,"Nhan hang vong tay roi, nhin cung OK, doi dung thu đó",2
213,Mình không bàn về chất lượng vải,2
214,"Boot nhan duoc y nhu hinh, nhung chat vai chua duoc dep lam nhé",2
215,Khi mở ra chỉ có 2 sp,2
216,Chất vải khá mỏng nè,2
217,"Ao dep nhung vai hoi mong, tam duoc voi gia nay",2
218,Các bạn chua ý size khi mua nè,2
219,"Da mua cap xach nhieu lan, chat luong on dinh, khong co gi noi bat luôn",2
220,Mình đã trừ hao số đo rồi mà vẫn mặc k vừa,2
221,"Shop giao hang kha nhanh, dien thoai cung tam duoc đó",2
222,Giầy đẹp nhưng đơn nào cũng thiếu hàng,2
223,Sp tạm được phù hợp với giá tiền,2
224,"San pham usb nhin cung duoc, nhung co vai diem chua hai long",2
225,Chất lượng tam dược,2
226,"Ngọc loại ~1.7cm, loại ~1cm, loại ~0.7 cm, sai số tí xíu",2
227,"Quan may deu, chi tiec la hoi rong so voi bang size",2
228,"Tien nao cua nay, thot cung hop ly",2
229,"Sản phẩm ok, không phải hàng quá tốt nhưng đáng mua với giá này luôn",2
230,"Áo chất vải mát , mỗi tội rộng quá 😭",2
231,"Tien nao cua nay, vi cung hop ly",2
232,"Quan jean hoi chat o phan eo, nhung phan ong thi vua",2
233,"Sản phẩm tạm ổn, đóng gói sơ sài một chút a",2
234,"Ao len am, nhung sau vai lan giat bi xung",2
235,"Áo ok,nhưng dat cung size mà có cái lon,cái nhỏ",2
236,Vải co giãn tốt mềm mà hơi mỏng quá,2
237,Jao hang nhanh nhung das ko moi nhu may shop khac,2
238,"Shop tu van nhiet tinh, day dat cho thi chat luong binh thuong",2
239,"Tiền nào của nấy nhưng được cái nhân viên trả lời nhẹ nhàng, lịch sự",2
240,Đây chỉ là góp ý và không nỡ để shop bị rate thấp nên vẫn cố cho 4 sao,2
241,"Vải chất nilon, nóng, nói chung là xiền nào hàng ý là đúng rồi",2
242,"Mình 50kg bầu 4 tháng mua size 2XL mà mặc vừa zin,dáng quần đẹp,mấy nữa bụng to tí phải mua size to hơn thôi :)",2
243,"Vot cau long nhin dep, nhung chua su dung nen chua danh gia duoc chat luong luôn",2
244,Mình k thích cổ áo lắm nó hơi cứng,2
245,"Toner dùng ok, da không bị kích ứng nhưng chưa thấy thay đổi nhiều",2
246,Chắc để rất lâu rồi mới giao hàng,2
247,"Nhiều nạc, với giá cả NV thì chấp nhânn đc",2
248,"Cà phê thơm, vị đậm, nhưng gói hơi ít ạ",2
249,Mà sao mua đồ ở shop này k đc tặng xu nhỉ ??,2
250,Giao màu Đen!!!?,2
251,Doi voi muc gia nay thi ban lam viec la chap nhan duoc ạ,2
252,Tuy nhiên mua 3 chiếc mà chiếc màu xanh mất 2 nút thắt sau dây áo,2
253,"Chất vải áo tạm ổn, mỏng hơn áo màu đen, thích hợp mặc vào ngày thu",2
254,"Mua 5 bộ thì có 1 bộ quần bị dính dơ, còn lại thì hài lòng",2
255,Chất áo hơi mỏng,2
256,"Giao hang nhanh, nhung ban chai hoi khac so voi hinh a",2
257,"Nhan hang serum roi, nhin cung OK, doi dung thu nhe",2
258,"Tai nghe bluetooth ket noi nhanh, nhung hoi ep tai khi deo lau",2
259,Lên tone nhẹ,2
260,Màu trắng ngà nhé,2
261,"Da nhan duoc tui xach, chua mo ra dung nen chua biet the nao",2
262,Chưa giặt nên không biết có bị giãn nhiều không,2
263,Vải hơi mỏng và cạp quần dãn không mặc đc theo đúng sz,2
264,Lâu lâu thích mới kêu,2
265,"Lan dau mua ao khoac o day, cam thay cung tam on luôn",2
266,"Sua rua mat dung tot, nhung mui hoi nong",2
267,"Vo dong dep, nhung giay khong duoc trang lam",2
268,Tuy nhiên như vậy là cũng ổn rồi,2
269,Có vạch báo đầy,2
270,"Ship nhanh, thot giong hinh nhung chat vai binh thuong",2
271,Buôn bán thật thà dùm đi mấy má ạ,2
272,Áo mặc cũng được nhưng nóng lăm,2
273,Tem còn bị dán lệch,2
274,Chủ shop k tương tác với khách hàng nha,2
275,"Shop ổn, hàng ổn, giá ổn, tạm hài lòng nha",2
276,"Nhin chung day nhay cung OK, tuy nhien co the tot hon a",2
277,Còn chất lượng như nào phải dùng 1 thời gian mới biết được,2
278,"Keo cat duoc, nhung nen co nhieu mau hon nhe",2
279,"Giày đẹp, nhưng ship hơi lâu, shop phục vụ nhiệt tình😍",2
280,"Áo chất vải mịn, in tốt, hơi mỏng nhưng so với giá tiền vậy thì cũng ok, size nhỏ hơn so với kích thước shop ghi",2
281,Lấy XL nhưng vẫn vừa ng vì form bé thật @@,2
282,Yêu shoppp,2
283,"Xé 2 bên thùng sữa ra, để ly vào trong, để sữa ra hai bên thùng sữa đã mở",2
284,Form rộng như hình nhé,2
285,"Chất dày dặn, mịn",2
286,Giaoo hàng nhanh nữaa,2
287,"Phu kien thu cung mau sac dep, nhung kieu dang hoi khac hinh",2
288,Sp rất ok .thanks shop,2
289,Chất liệu mềm nha,2
290,"Giao hang nhanh, nhung sac du phong hoi khac so voi hinh",2
291,Nhưng Shopee giao hàng chậm quá,2
292,Hình mẫu lông bên trong màu đen mà gửi lông màu trắng cho khách,2
293,Ai đặt onl thì nên đặt rộng hơn 1 size,2
294,"Da nhan duoc may anh, chua mo ra dung nen chua biet the nao luôn",2
295,"Da nhan duoc kem duong am, chua mo ra dung nen chua biet the nao a",2
296,"Chất dày dặn rất ưng ý, thêu nét",2
297,"Chao chong dinh tot ban dau, doi xem su dung lau co bi dinh khong",2
298,Cái áo nhu cái mềm,2
299,"Bang keo nhin dep nhu hinh, doi xai thu moi biet nhé",2
300,"Mình mua để dùng thử, cảm nhận ban đầu là tạm ổn nha",2
301,"Đẹp, nhưng hơi rộng rồi...đặt thêm cái nữa nha ạ",2
302,"Da nhan khan, san pham cung binh thuong",2
303,"San pham vo hoi nho so voi kich thuoc mo ta, nhung van dung duoc đó",2
304,Thật ko biết nói sao khi đưa áo cho cô đồng nghiệp hơn 50 tuổi,2
305,Quần xinh hơi ngắn chút nhé,2
306,Chất lượng sản phẩm tạm được.hơi mỏng so với ảnh,2
307,Có vẻ chất áo hơi mỏng & nóng,2
308,"Da nhan but, san pham cung binh thuong",2
309,"Thời gian giao hàng nhanh, màu áo không giống như trong hình",2
310,"San pham binh giu nhiet hoi nho so voi kich thuoc mo ta, nhung van dung duoc",2
311,Ko cả buồn xem áo sz S mình mang đến đối chứng vậy mà nói là mình ko biết gì,2
312,"Vải đẹp, có điều shop tư vấn khong nhiệt tình",2
313,Áo hơi khác vs hinh,2
314,Sz M/L mà rộng quá :))),2
315,"Sạc dự phòng dung lượng ổn, hơi nặng nhưng xài tốt a",2
316,Vai cũng đc,2
317,Nv cũng ok r,2
318,"Tam duoc, sp khong giong hinh lam",2
319,V1 85 mình order sz38,2
320,"Thuc an cho meo, meo an duoc nhung khong qua thich",2
321,"Ship nhanh, ao dai giong hinh nhung chat vai binh thuong",2
322,"Shop giao hàng nhanh, có điều ảnh trên áo mờ do phóng to vỡ nét hoặc mực in mờ",2
323,"Chất lượng sản phẩm tạm đc,",2
324,"Nhan hang binh nuoc roi, nhin cung OK, doi dung thu luôn",2
325,"San pham thuoc ke nhin cung duoc, nhung co vai diem chua hai long nhe",2
326,"Ao len dung duoc, nhung chua that su xuat sac a",2
327,Chát luọng đẹp,2
328,Màu đổ đô vải đẹp hơn các màu khác,2
329,"Bình nước đẹp, không bị rò rỉ, nhưng nắp hơi khó mở",2
330,Thời gian giao hàng quá lâu,2
331,"Dia nhan duoc y nhu hinh, nhung chat vai chua duoc dep lam nhé",2
332,Chỉ tiếc 1c quần gân đường may ẩu,2
333,Ban chai khong co gi dac biet nhung cung khong co gi de che nhé,2
334,Vải ọ,2
335,Áo cỡ L form hơi to chắc cỡ M mới vừa,2
336,"Áo chỉ là chất thun lạnh bình thường chứ không có lót nỉ, sản phẩm phù hợp với giá tiền 29.000đ",2
337,Chất lượng sản phẩm chưa thể đánh giá vì chưa dùng Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,2
338,Cái này chỉ giành cho tuổi mới lớn mới mặc đc ak,2
339,Mỗi khi tắt android box đi xong mở lại rất khó khăn,2
340,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Rất đáng tiền mak shop rep chậm nhak nè,2
341,"Dien thoai hoi to so voi mo ta, nhung van dung duoc",2
342,Chất hơi nóng,2
343,Không nghĩ áo lại rộng đến vậy,2
344,Nên sẽ tìm cách tự sửa 🤦🏻♀️🤦🏻♀️🤦🏻♀️🤦🏻♀️,2
345,Sẽ ủng hộ,2
346,San pham nhin ko duoc cung cap so voi muc gia 1tr5...so voi gia sale thi dung hon..,2
347,Pin 5c cua,2
348,Form quần nhỏ size S tầm 40kg trở xuống thô,2
349,Có 1 số chổ chỉ may bị tuột như k sao.,2
350,Nếu ko phải thì sẽ hỏi lại cho ra ngô khoai đó,2
351,"Sandal giao som hon du kien, chat luong tam duoc đó",2
352,Sản phẩm bị gỉ sét bên trong,2
353,"Hàng giao đúng hẹn, chất lượng tạm ổn",2
354,Đúng chất vải thô đũi nè,2
355,"Da nhan may cao rau, san pham cung binh thuong",2
356,Toner khong co gi dac biet nhung cung khong co gi de che,2
357,"Sản phẩm tạm ổn, đóng gói sơ sài một chút ạ",2
358,"Chất lượng phù hợp với mức giá, không đòi hỏi thêm",2
359,"Gương soi rõ, đóng gói cẩn thận, hơi nhỏ so với hình nha",2
360,"Chat luong giay the thao tam on, chua co van de gi đó",2
361,"Tham yoga day dan, nhung hoi co mui cao su ban dau",2
362,"Bình nước đẹp, không bị rò rỉ, nhưng nắp hơi khó mở nhe",2
363,"Đầm giống hình mẫu, tuy nhiên vải không co giãn nha",2
364,"Chất lượng vừa tầm giá, không có gì phải bàn thêm đó",2
365,"Da mua goi nhieu lan, chat luong on dinh, khong co gi noi bat",2
366,Hàng tạm được chứ không đẹp.đóng gói ok,2
367,"Son nhan duoc y nhu hinh, nhung chat vai chua duoc dep lam nhe",2
368,Thuốc bị chảy nhé,2
369,Shop nch rất dễ thương và nhiệt tình,2
370,"Cap sac dung tot, nhung do dai hoi ngan",2
371,"Ao dep nhung khóa ao bi hu , hic hic nha",2
372,"Sac du phong dung duoc, nhung chua that su xuat sac a",2
373,"Serum giao dung mau, dung mau, nhung dong goi hoi so sai a",2
374,Cổ áo bị tuột chỉ,2
375,"Áo hoodie ấm, mặc thoải mái, mỗi tội hơi dài tay nha",2
376,"Bạn chủ shop đồng ý đổi,nhưng hơi loằng ngoằng mất t/g nên thôi vậy nha",2
377,Áo như hình tuy thời gian giao hành lâu nhưng không sao,2
378,Balo đẹp giống hình,2
379,Áo giống hình cả form lẫn màu,2
380,"Sua bot be uong duoc, nhung gia dao dong nhieu qua",2
381,Like,2
382,"Chat chuot may tinh binh thuong, phu hop de dung hang ngay",2
383,"Tien nao cua nay, do lot cung hop ly nha",2
384,"Loa bluetooth âm thanh rõ ràng, pin không lâu lắm luôn",2
385,Nhưng dây cao su để đức quá shop ơi,2
386,Nhin chung chuot may tinh dung y nhu shop mo ta ạ,2
387,"Shop tu van nhiet tinh, tai nghe thi chat luong binh thuong ạ",2
388,Day dep chat luong cung on,2
389,Tam xai dc,2
390,"Mua áo sz M nhg chất vải ko giống sz S đã mua trc đó, phải mang tận nơi để trả lại và được gt là đây người ""sành"" đồ xuất thì mới biết được chất vải đó hịn hơn",2
391,Sao bôi vô hok thấy cảm giác gì ta,2
392,"Vong co cho dep, nhung hoi chat, can chon size lon hon",2
393,"Chat luong loa tam on, chua co van de gi",2
394,Mua 2 cái nhưng chất cái màu đen xấu hơn màu đỏ mà hơi rộng quá,2
395,Mặc ôm body,2
396,"Chat luong tot, giao hang lau, dat 1xxl + xl nhung giao 2 cai xxl",2
397,"Vải nhăn, chất lượng k giống mình nghĩ, không hài lòng lắm, nhưng với giá 200k thì cũng k đắt",2
398,Len hơi dão ạ,2
399,BT minh mặc L hơi bó nhưng quan nay thì rộng lưng lắm,2
400,"San pham ao phao hoi nho so voi kich thuoc mo ta, nhung van dung duoc luôn",2
401,"Dung ke mat duoc vai ngay roi, thay cung on nha",2
402,"Chat luong ao len tuong doi on, tien nao cua nay đó",2
403,Dây dài mà vòng tay tui lại nhỏ,2
404,Tấm gray bị gãy 1 xíu,2
405,Dù sao cũng ủng hộ shop,2
406,Giá cả chấp nhận được Thời gian giao hàng tạm được Thời gian giao hàng tạm được Thời gian giao hàng tạm được Giá cả chấp nhận được,2
407,Rộng quá như bà bầu ấy,2
408,Chấp nhận được ạ,2
409,Màu cam,2
410,Hơn bé,2
411,Giày khá rộng và to,2
412,Mình mua ko vừa còn cho đổi nha,2
413,"Chất lượng sản phẩm đẹp, nhưng người trên 60kg mặc chun bụng sẽ bị chật, Thời gian giao hàng rất nhanh",2
414,Dây không chuẩn tuy nhiên bù lại được cái chất âm khá hay,2
415,"Mascara tot, nhung hoi kho, de bi von cuc",2
416,"Shop tu van nhiet tinh, mascara thi chat luong binh thuong",2
417,Mong lần đặt hàng sau ngày sx sẽ là năm,2
418,Chất vải có chút không như mong đợi,2
419,Giao hàng tiêu chuẩn,2
420,Bộ này vải hơi mỏg lại thêm màu trắg xanh nên mặc hơi lộ 😂 nhưg tầm giá này thì cx là ok rồi,2
421,"Mua tablet lan dau, chua biet do ben the nao a",2
422,Đặt áo cổ thuyền nhưng lại giao áo cổ tròn cộc tay,2
423,"Sản phẩm như hình mẫu, giao hàng nhanh",2
424,Chân váy hơi rộng ạ,2
425,Chất quần mềm,2
426,"Nhin chung binh giu nhiet cung OK, tuy nhien co the tot hon",2
