Review,Label_number,Label_text
"lớn, rõ. cũng tạm ổn, với giá này thì cũng không trông mong gì nhiều. không biết vận chuyển như nào, đến tay toi thì hỏng 1 bên",0,neg
"tệ nhưng tiền nào của nào thôi",0,neg
"sản phẩm bình thường, chủ cửa hàng tư vấn không nhiệt tình, thả sticker rất thái độ. nói chung thái độ bán hàng kém!",0,neg
"không không bình thường hồng về nhà dùng được 1 tháng rồi hỏng",0,neg
"binh thường xấu quá tệ nhìn thì đẹp nhưng nhận giống cọng dây chì, tệ quá, đem vứt rồi",0,neg
"không bình thường đẹp không phải nói nó hôi chưa từng thấy, với hỏi lại sao dùng đây ạ, phần bụnh mình vừa mà phần chốt to đùng cuối cùng đeo nịt như không, quá chán",0,neg
"Nước hoa tạm ổn với giá. Không tệ lắm",2,neu
"sản phẩm lỗi mặc định giơd! đồng hồ không chỉnh được koi như không xài được! bán hàng nên có tâm tí cửa hàng ơi",0,neg
"vừa mặc đã bung cái đũng quần, công nhận tiền nào của đó, mua trải nghiệm thì ổn, còn mua mà dùng thì mình khuyên không nên mua",0,neg
"dỗm không kích cỡ quá nhỏ người lớn sử dụng không nên mua, chân tôi mang giầy kích cỡ 39 hình như mình không có duyên mua hàng ở phía bắc. lần thứ 2 tôi mua. tôi không bao giờ mua từ phía bắc nữa. mất niềm tin, cho dù có rẻ và đúng đi nữa thì tỉ lệ người bán có tâm sát xuất rất ít?",0,neg
