id,text,label
134,Thất vọng quá không như mô tả hàng đểu,0
135,"Áo kém, form xấu, chất liệu tệ. K mua lại",0
136,Chất duong sản phẩm kém áo ko giống trong hình xấu vl,0
137,"Giày đểu, đi rộng, shop thái độ khi khách phản ánh",0
138,Bọn mày mù màu à,0
139,"Giống hình thì giống rồi, mà chất lượng kém",0
140,Shop giao hàng áo bị lỗi nhưng nhắn tin hỏi đổi thì k thấy trả lời,0
141,"Áo chán, form xấu, không có tem mác. K mua lại",0
142,Chán lắm mn ơi nhỏ hơn size bình thường đừng mua nhé,0
143,"Shop làm ăn bố láo, phai màu sau 1 lần giặt. Đừng mua",0
144,"Chất lượng sp tốt nhưng có điều giao hàng chậm quá, nhận được hàng gần cả tuần lễ",0
145,Áo k giống hình lắm,0
146,"Quần mặc đau, vải rẻ tiền. màu đậm hơn hình",0
147,Hàng quá chán shop vớ vẩn shop giao nhầm mẫu k nên mua nha mn,0
148,"Giày phèn, đi nặng, tiền nào của nấy",0
149,"Serum dùng bị bong tróc, shop ko hỗ trợ đổi trả",0
150,"Shop quá tệ, hàng fake. Sẽ k có lần sau",0
151,Thực ra mua kèm với giày săn deal tính ra là rẻ,0
152,"Shop giao áo dỏm, vải rất mỏng, shop thái độ khi khách phản ánh",0
153,Đặt shop màu hồng mà shop ship cho màu vàng😡,0
154,Size 37 nhưng hơi rộng,0
155,Đặt hàng rồi mà không như mô tả. Shop lừa đảo,0
156,Màu áo không giống hình size quá to,0
157,"Đầm nhỏ , không rộng như tên gọi . mặci không thích lắm",0
158,"Dép không đẹp, mang k vừa, hàng bị dính mực",0
159,Rộng thùng thình,0
160,Ko đẹp như hình,0
161,"Mua 2 cái cùng cỡ M mà 1 cái bé như XS, 1 cái như L, shop xem lại cách đo size từng mẫu áo thì tốt hơn",0
162,"Áo nhận về xấu, không giống hình. Thất vọng",0
163,"Dép tệ, mang rộng, mùi nhựa rất nặng",0
164,"Size áo ngắn quá k dài như ảnh, còn chưa tới đầu gối nữa",0
165,"Shop giao nhầm mẫu. Sản phẩm siêu tệ, k đáng tiền",0
166,"Quần bị thủng, hình in bong tróc. Shop k giải quyết",0
167,Trc’ đấy mình đã mua hàng bằng rất nhiều nick nhưng giờ sẽ k mua nữa,0
168,"Vải áo thô, đường may sơ sài. shop thái độ khi khách phản ánh",0
169,"Shop tệ, mua về không mặc được. Sẽ k có lần sau",0
170,"Sản phẩm kém, không giống hình, shop phục vụ quá kém",0
171,"Chất lượng sản phẩm kém, áo bị xịch,không hài lòng 😒😒😒",0
172,"Shop giao áo xấu, vải dỏm, chất liệu tệ",0
173,Vải hơi nóng,0
174,"Shop ko chịu đổi. Sản phẩm tệ, k đáng tiền",0
175,"Áo không giống hình, nilon, hình in bong tróc. Tiền nào của nấy",0
176,Hàng may lỗi nhiều quá,0
177,"Shipper làm rơi mất hàng . 🤣🤣🤣, đắng",0
178,"Đặt áo size 38 mà nhận về tiền nào của nấy, đểu lắm",0
179,Size s ngực,0
180,Với số tiền trên thì hợp lí,0
181,"Quần quá chán, chất vải nhựa, nhỏ hơn size bình thường",0
182,Chất lượng sản phẩm kém không giống như mô tả,0
183,"Hàng nhận về quá chán, giặt ra màu. 1 sao cho shop",0
184,"Vải áo thô, đường may ko chắc chắn. đóng gói sơ sài",0
185,Muốn đổi shop ko trả lời,0
186,"Áo nhận về không đẹp, giao sai màu. Thất vọng",0
187,Đặt hàng rồi mà vải không giống mô tả. Shop lừa đảo,0
188,"Nhận hàng mà không như mô tả, quá phèn. Mọi người cân nhắc",0
189,"Sữa rửa mặt quá xấu, rửa xong da nổi mẩn. mới dùng đã rách",0
190,Giao thiếu hàng,0
191,"Nhưng ko nên gập lưng túi làm nó bị gãy rất mất dáng, cũng ko cho hộp giấy hãy bọc nylon",0
192,Sợ bẩn í,0
193,"Váy mặc không thoải mái, không giống hình. nhắn tin ko rep",0
194,"Quần không đúng size, shop lừa đảo. quá chán quá",0
195,Còn nhiều keo và đường viết bạc,0
196,Thất vọng quá gọi điện ko nghe hàng dỏm,0
197,Chất áo rất xấu,0
198,"Quần mặc k mặc được, vải mỏng. đường may lỗi",0
199,"Áo nhận về kém, không như mô tả. Thất vọng",0
200,Mặc ko vừa to quá,0
201,"Chân váy nhận về thất vọng, hàng bị móp méo",0
202,"Áo rẻ tiền, form xấu, form không đúng. K mua lại",0
203,Áo cỡ L nhưng bé như cỡ M,0
204,Ngắn và mỏng,0
205,Đặt hàng rồi mà to hơn size bình thường. Shop không uy tín,0
206,M đang chờ xem b có trách nhiệm ko đó,0
207,"Khoá kéo rít, khó kéo.ko đẹp như hình",0
208,"Rất không đáng tiền, Chất lượng sản phẩm rất kém",0
209,Shop giao hàng nhầm màu cho tôi.Tôi yêu cầu đổi hàng thì nói bán lại.Tôi nói tôi gửi bưu điện rồi gửi hàng lại cho tôi thì chặn.Tôi muốn Shopee bảo vệ quyền lợi cho tôi.Tôi đặt màu Xám mà giao màu thế này nè,0
210,Quán ăn phục vụ rất kém,0
211,Hàng đẹp y hình rộng rãi thoải mải sẽ ủng hộ nua,0
212,Quá tệ k đáng sao nào hết,0
213,"Hàng nhận về nhìn phèn, khác xa ảnh quảng cáo. 1 sao cho shop",0
214,Hàng dỏm shop ko có tâm giao sai size k nên mua nha mn,0
215,"Áo không giống hình, ko co giãn, chất liệu tệ. Tiền nào của nấy",0
216,Shop cheo đầu dê bán thịt chó .nhân viên ko có trách nhiệm mình gửi áo lại mà mãi ko gửi lại tiền mình .thật mất khách,0
217,Giặt xong nhăn quá,0
218,"Mua áo về mà không như mô tả, vải bóng nhựa, rất xấu quá",0
219,"Dép mỏng, không đẹp, hình in bị mờ. Phí tiền",0
220,Gớm lắm mn ơi vải không giống mô tả đừng mua nhé,0
221,"Quần bị rách, hàng bị rách. Shop k giải quyết",0
222,Cái thứ nhẩt hàng giao không đúng ngày,0
223,Chưa kể cải bị rách,0
224,Dc nhưng cảm giác lọc ko sạch cho lắm,0
225,"Chân váy nhận về lởm, có mùi hôi",0
226,Quá tệ,0
227,"Giày mua về bị rách, mặc 1 lần đã bung chỉ. Ko nên mua",0
228,"Shop làm ăn rất tệ, giặt 1 lần đã xù. Đừng mua",0
229,Khi đeo ngăn ngoài bị hở ra không kín,0
230,"Mặc vào nhìn như đồ cũ. Sản phẩm đểu, k đáng tiền",0
231,M báo lấy xxxl gửi cho m có xxl,0
232,"Quần không đúng size, màu nhạt hơn hình. rẻ tiền quá",0
233,"Kem dưỡng tệ, nhiều lỗi nhỏ. K hiệu quả",0
234,"Mua áo về mà đường may lỗi, vải ko co giãn, quá xấu quá",0
235,Đặt hàng rồi mà có mùi hôi. Shop quá tệ,0
236,Bỉm quá mỏng,0
237,"Váy mặc đau, không giống hình. nhỏ hơn size bình thường",0
238,"Sản phẩm cũng ok so với tầm giá, mỗi tội sh giao hàng hơi lâu",0
239,Vãi Sấu,0
240,"Giao hàng quá chậm, gọi điện ko nghe. Quá tệ",0
241,Băng đo nhỏ quá,0
242,"Hàng nhận về k chấp nhận được, mặc vào ngứa da. 1 sao cho shop",0
243,"Áo gửi mình bị lỗi tay áo, nhắn tin shop cũng không có phản hồi gì cả",0
244,Nhưng phần váy đen phai dã man quá phai hết cả ra phần cổ trắng,0
245,Mua r hối hận shop cắt tem mác rất tệ vcl,0
246,Đặt hàng rồi mà chất liệu tệ. Shop rất tệ,0
247,Giao hàng thiếu ko giải quyết cho khách hàng,0
248,"Dép dỏm, mang k mặc được, shop ko hỗ trợ đổi trả",0
249,"Đặt 2 giao 1. Sản phẩm thất vọng, k đáng tiền",0
250,"Quần không đúng size, giao sai màu. rất xấu quá",0
251,Váy sz S mà quá rộng. 47kg mặc vào nhìn như nấm,0
252,"Quần mặc nóng, vải nhăn nheo. gọi điện ko nghe",0
253,"Vải áo nhựa, đường may ko đẹp. shop ko chịu đổi",0
254,Shop bớt đi lừa đảo người ta đi,0
255,Áo này mặc ko vừa,0
256,Đằng này bôi xong rát da lại còn bong tróc da nữa,0
257,"Quần nhìn rất hời hợt, rất bé, đằng sau khi mặc thì lọt khe",0
258,Váy bị lỗi hở đường mai,0
259,Chất dày nhưng ko co dãn mấy mặc hơi cứng,0
260,"Quần thất vọng, chất vải nóng, giao thiếu hàng",0
261,"Áo mặc rát, nhắn tin ko rep. Ko nên mua",0
262,"Giày phèn, đi k mặc được, shop giao nhầm mẫu",0
263,"Dép mỏng, không đẹp, mùi nhựa rất nặng. Phí tiền",0
264,"Đóng gói sản phẩm còn sơ sài, ko để sản phẩm riêng theo từng set",0
265,"Đánh khô môi, mùi son hơi hắc, shop độn giá từ 110k lên 200k để giảm giá",0
266,"Quần quá tệ, chất vải nóng, shop lừa đảo",0
267,Áo chất xấu,0
268,"Sữa rửa mặt rẻ tiền, rửa xong da bong tróc. chất không giống mô tả",0
269,"Kem dưỡng kém, phí tiền. K hiệu quả",0
270,Chất tạm được phom nhỏ,0
271,Giao hàng chậm,0
272,"Vải khá mỏng và rất cũ, giao hàng khá nhanh",0
273,Cổ áo qá rộng,0
274,Áo chật ngắn trong khi mình là người gầy,0
275,Nóng kinh người,0
276,"Mua quần về giặt ra màu, chất nhựa. Chê",0
277,Quàn hơi mỏng hợp với giá,0
278,Thất vọng quá giao hàng chậm hàng gớm,0
279,Đang tự hỏi phải của rẻ là của ôi ko khi vừa khui hộp là 2 cái xài đc có 1,0
280,"Áo xấu, vải rất mỏng. mặc vào ngứa da",0
281,"Ren hơi thô ráp, cứng",0
282,"Sữa rửa mặt nhìn phèn, rửa xong da khô. shipping quá lâu",0
283,"Sữa rửa mặt xấu kinh, rửa xong da bong tróc. giao hàng chậm",0
284,"Yêu cầu giao kính màu xanh thì giao màu hồng nên vất xó, ko dùng được",0
285,Không đúng với sản phẩm trong ảnh,0
286,Không tốt chất liệu sấu,0
287,Shop giao nhầm mầu cho mk,0
288,"Kem dưỡng siêu tệ, đặt hàng rồi shop hủy. K hiệu quả",0
289,"Shop giao áo gớm, vải dỏm, hàng bị rách",0
290,Chất bí,0
291,"Kem dưỡng xấu kinh, giao sai loại. K hiệu quả",0
292,"Vải áo mỏng lét, đường may lôm côm. shop cắt tem mác",0
293,"Quần mặc k vừa, vải ko co giãn. vải không giống mô tả",0
294,Sản phẩm dán tem của DigiWorld nhưng check bảo hành không được,0
295,Đóng gói xấu,0
296,Rộng.Vải khác những màu kia,0
297,Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt có điểm trừ là hàng rất bụi và dây nguồn và vga rất cũ mong shop rút kinh nghiệm,0
298,Giao lộn sz,0
299,"Sau liên hệ, phải tự đến lấy",0
300,Ống quần 1 bên ngắn 1 bên dài,0
301,Mình ko trả hàng vì xa lại tốn ship,0
302,Không đáng tiền Thời gian giao hàng chậm,0
303,"Áo lởm, form xấu, shop ko chịu đổi. K mua lại",0
304,Sp nhìn phèn đường may lỗi tiền nào của nấy thôi,0
305,"Giao hàng rất chậm, có mùi hôi. Quá tệ",0
306,"Rộng khiếp, chả mặc đc",0
307,"Giao hàng chai nhỏ 100ml, giá 105k",0
308,Cùng lấy 1 size nhưng cái đen nhỏ hơn cái trắng đến 2 cỡ mất í,0
309,"Váy mặc cứng, không giống hình. mùi nhựa rất nặng",0
310,"Hàng nhận về quá chán, đặt hàng rồi shop hủy. 1 sao cho shop",0
311,"Sản phẩm quá tệ, đặt 2 giao 1. K bao giờ mua lại",0
312,"Nhận hàng mà shop ko hỗ trợ đổi trả, quá quá xấu. Mọi người cân nhắc",0
313,Không biết shop có sẵn hàng hay k nhưng thời gian shop giao hàng cho vdon rất lâu,0
314,"Váy mặc nặng, không giống hình. shipping quá lâu",0
315,"Quần mặc không thoải mái, vải dỏm. hàng bị rách",0
316,Ko giống tý nào,0
317,"Quần mặc bí, vải nilon. shop giao nhầm mẫu",0
318,Thất vọng quá thái độ shop tệ hàng nhìn phèn,0
319,"Cái bọc đựng đồ không lành lặn, người giao hàng nói chuyện khó nghe k thiện cảm",0
320,"Váy lởm, vải cứng, đặt 2 giao 1",0
321,Chưa đi đã rách đường chỉ may,0
322,"Chất lượng chán vì cứng quá, mặc vào rất khó chịu rất ngứa",0
323,"Tôi k hài lòng chút nào, quá thất vọng",0
324,Sp rất xấu,0
325,Shop phục vụ quá kém,0
326,Sp chưa dc ưng cho lắm,0
327,Chỗ bo tay áo chật quá,0
328,"Giày mua về bị lỗi, mặc vào nhìn như đồ cũ. Ko nên mua",0
329,Shop có chấp nhận cho việc đổi hàng nhung thấy không có thanh y lắm,0
330,"Mùi nhựa rất nặng. Sản phẩm dỏm, k đáng tiền",0
331,Hơi mỏng đằng sau,0
332,K đc đẹp như hình ảnh,0
333,Hàng y hình mà nhận hàng thì áo hơi dơ,0
334,"Váy mặc bức bí, không giống hình. không có tem mác",0
335,Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời đóng gói sản phẩm không được đẹp,0
336,Phí cao quá(lấy lại 1 sao),0
337,"Dép không đẹp, mang nóng, nhỏ hơn size bình thường",0
338,"Son dỏm, lên màu nhạt. giao thiếu hàng",0
339,Xấu tệ,0
340,Sz S rộng hơn sz M kia shop ah,0
341,Giao nhầm màu,0
342,Đợi miết rốt cuộc giao nhầm sản phẩm khác cho mình,0
343,"Sản phẩm không giống mẫu ảnh, khá thất vọng",0
344,Màu 4 tối hơn ảnh :(,0
345,"Chất liệu vải quá xấu,",0
346,Hình ảnh k đk sắc nét lắm,0
347,"Giày quá xấu, đi khó chịu, nhiều chỉ thừa",0
348,Ko ngon như mình nghĩ,0
349,"Shop giao áo quá tệ, vải dỏm, không như mô tả",0
350,Áo này m thấy mỏng,0
351,Sản phẩm đẹp mà đế giày hơi dài,0
352,Hình áo tay lỡ mà nhận đc là áo cộc là sao????,0
353,Giao ko đúng màu đúng mẫu,0
354,"Quần mặc bức bí, vải rất mỏng. có mùi hôi",0
355,Đập vào mắt là 175000₫ làm mất hứng .Sản phẩm được. màu đậm hơn hình.áo có mùi như thuốc tẩy giặt mãi ko hết,0
356,"Quần mặc đẹp, nhưng bị lỗi, lệch đáy và thủng nhỏ dưới đáy, haizz, Thời gian giao hàng rất nhanh",0
357,Mua r hối hận to hơn size bình thường quá tệ vcl,0
358,Form ko thoải mái lắm,0
359,Hơi yếu,0
360,Tay áo dài thân áo ngắn,0
361,"Áo rẻ tiền, vải mỏng như giấy. hàng như đã qua sử dụng",0
362,Tiền nào của nấy mà ship lâu quá nên trừ 1 sao,0
363,Nách áo hơi rộng,0
364,"Shop giao áo quá tệ, vải thô, giao hàng chậm",0
365,"Áo mặc k mặc được, mùi nhựa rất nặng. Ko nên mua",0
366,"Đặt áo size 39 mà nhận về màu đậm hơn hình, rất tệ lắm",0
367,"Đặt áo size XXL mà nhận về khác xa ảnh quảng cáo, gớm lắm",0
368,"Váy mặc cứng, không giống hình. phí tiền",0
369,"Chân váy nhận về quá xấu, đặt hàng rồi shop hủy",0
370,"Mua được cái quần bẩn đủ chỗ :)). Quần màu sáng lại còn bẩn nhiều. Không hài lòng với sản phẩm. Giao hàng nhanh, đóng gói cẩn thận.",0
371,Hàng nhìn phèn shop vớ vẩn mặc vào ngứa da k nên mua nha mn,0
372,Size M ma be nhu size S,0
373,Bộ màu xanh sau sinh mông quần có vết bẩn đỏ,0
374,"Serum dùng bị lỗi, hình in bị mờ",0
375,"Sản phẩm quá tệ. Nghĩ sao bán mấy đôi này mà 20k/1 đôi? 2k còn ko muốn mua nữa. Dép thì mỏng nhánh, size thì chọn cho vui chứ đôi nào cũng 1 kích cỡ. Mọi người không nên mua nhé!",0
376,"Quần bị lỗi, giao thiếu hàng. Shop k giải quyết",0
377,"Mua áo về mà đặt hàng rồi shop hủy, vải mỏng như giấy, quá tệ quá",0
378,"Son quá chán, lên màu lem. mới dùng đã rách",0
379,"Shop làm ăn lừa đảo, gọi điện ko nghe. Đừng mua",0
380,"Vải áo dỏm, đường may sơ sài. không có tem mác",0
381,Quần ra màu,0
382,"Sữa rửa mặt quá xấu, rửa xong da khô. kiểu dáng không đúng",0
383,Đểu lắm mn ơi mùi nhựa rất nặng đừng mua nhé,0
384,Đen cái là bị vnpost bom hàng không giao nên bị khóa luôn tk shopee,0
385,"Quần mặc không thoải mái, vải nilon. mùi nhựa rất nặng",0
386,"Chân váy nhận về kém, hàng như đã qua sử dụng",0
387,"Giày xấu, đi chật, đặt hàng rồi shop hủy",0
388,"Chân váy nhận về siêu tệ, tiền nào của nấy",0
389,"Áo quá chán, vải rẻ tiền. nhiều chỉ thừa",0
390,"Quần bị bong tróc, đóng gói sơ sài. Shop k giải quyết",0
391,"Serum dùng bị kích ứng, không như mô tả",0
392,"Sản phẩm nhìn phèn, phí tiền. K bao giờ mua lại",0
393,Vải thun dễ bị dãn,0
394,Sp siêu tệ form không đúng tiền nào của nấy thôi,0
395,Áo chất đẹp nhưng mình mặc hơi rộng nên hơi buồn tí,0
396,Hàng giả hàng kém chất lượng,0
397,"Shop giao áo đểu, vải rất mỏng, hình in bong tróc",0
398,"Sữa rửa mặt tệ, rửa xong da không tốt hơn. tiền nào của nấy",0
399,"Gia tot nhug tui nho qua kho su dung , mac du sot tac nho nhug van ko vua",0
400,Size áo nhỏ,0
401,"Quần bị bong tróc, nhỏ hơn size bình thường. Shop k giải quyết",0
402,K biết cái này tác dụng thơm ở đâu,0
403,Rộng .k giống ảnh,0
404,"Váy mặc chật, không giống hình. phai màu sau 1 lần giặt",0
405,"Dép lởm, mang khó chịu, hình in bị mờ",0
406,"Phần thân dưới khg ra làm sao cả, phải đem đi sửa",0
407,Đặt hàng rồi mà đặt 2 giao 1. Shop ko có tâm,0
408,"Sp được nhưng màu ko giống hình, đậm và xấu",0
409,"Kem dưỡng chán, nhiều lỗi nhỏ. K hiệu quả",0
410,"Mua quần về nhiều chỉ thừa, chất mỏng. Chê",0
411,"Son gớm, lên màu nhạt. hàng bị dính mực",0
412,Ko mặc dược,0
413,Màu ngoài xấu,0
414,"Mua áo về mà không có tem mác, vải rất mỏng, dỏm quá",0
415,Chất vải kém,0
416,"Shop giao áo siêu tệ, vải thô ráp, đường may lỗi",0
417,"Chất lượng áo len kém, len thô, sợi len thừa nhiều",0
418,"Hàng bị dính mực. Sản phẩm thất vọng, k đáng tiền",0
419,"Áo phom rất to và dài, Chất k dc đẹp lắm",0
420,E đề nghị shop kiểm tra sản phẩm chắc chắn trước khi bán cho khách,0
421,"Đặt áo size 41 mà nhận về mới mặc đã rách, rất xấu lắm",0
422,"Dép mỏng, siêu tệ, shipping quá lâu. Phí tiền",0
423,Ko như mong đợi,0
424,Đặt hàng rồi mà mặc 1 lần đã bung chỉ. Shop chán,0
425,Đặt đen giao vàng,0
426,"Shop giao áo dỏm, vải mỏng lét, hàng bị móp méo",0
427,Áo không hề giống hình,0
428,"Áo rất tệ, form xấu, nt shop ko trả lời. K mua lại",0
429,Đường máy cạp hơi xấu vs lại bị rộng eo quá ~~~,0
430,Như màu cháo lòng chứ ko phải trắng,0
431,Bị rộng,0
432,"Áo không giống hình, ko co giãn, shop lừa đảo. Tiền nào của nấy",0
433,"Giày mua về bị méo, form không đúng. Ko nên mua",0
